Bmass,sWeight
4.641349792480469,-0.14206324440826112
4.983242511749268,0.07437497172379959
4.772379398345947,0.06549231869602401
5.421690940856934,-0.4894193876239068
4.706804275512695,0.07069468191872538
5.230184078216553,1.1839700518519383
4.6575822830200195,-0.08882807496781735
5.227554798126221,1.1670563531701568
4.689947605133057,0.030713848783294247
5.29282808303833,1.3130852449981987
4.814226150512695,0.08661884339688153
4.830582141876221,0.08847443871852743
4.624997615814209,-0.19281159136648104
4.543929100036621,-0.319481572916955
5.5187087059021,-0.9589597374659917
4.9879631996154785,0.07348030245278732
5.293081283569336,1.3124735132948164
5.029759883880615,0.09045262677659589
5.212271690368652,1.0541201749157956
5.2208781242370605,1.1205425069366208
5.31015157699585,1.2457007478493944
5.271793842315674,1.3302629343848775
5.231083393096924,1.1895631492322454
5.264606475830078,1.3217733322893819
5.174154281616211,0.7417459997067471
4.851729393005371,0.08122716477250214
4.643523216247559,-0.13482235678977095
5.075673580169678,0.21736437376718445
5.306212902069092,1.2658488736631681
4.789506912231445,0.07294972102278204
4.703399181365967,0.06590383440992417
4.712770462036133,0.07566985954617722
5.080624103546143,0.2429919084042008
5.2025909423828125,0.9734998212722233
4.820888519287109,0.08835817434508356
5.57850980758667,-1.1143548474527463
4.825434684753418,0.08878539528777063
4.917654037475586,0.09911351413073276
5.23454475402832,1.2101431293635916
5.329636573791504,1.0955861997441625
4.6807637214660645,-0.0044525829737137035
5.229686737060547,1.180835381651691
5.226710319519043,1.1614482725551953
5.5070481300354,-0.9204066223431914
4.959225177764893,0.08242037397764393
4.607351303100586,-0.2311590294563444
5.285526752471924,1.3264255681550248
5.63060188293457,-1.2095559212731901
5.25022554397583,1.2836407105422512
5.072206497192383,0.20032561739093752
5.249172687530518,1.2797433194779855
4.589552402496338,-0.25820568473899363
5.1572723388671875,0.6330883859946358
5.174577236175537,0.7448095617511424
4.5479607582092285,-0.3105410539819712
5.353402137756348,0.7717776081844789
5.053570747375488,0.1284615465017632
5.3640570640563965,0.5725120764247715
4.8244428634643555,0.08874747672645597
5.232593059539795,1.198724494771536
5.367470741271973,0.5030219936143999
5.18312406539917,0.810027657379647
4.810445785522461,0.08511402153696117
5.273041725158691,1.3310131422704974
5.302771091461182,1.2810193286071028
4.804141521453857,0.08193641031157423
4.916042804718018,0.10033238825197774
5.413416862487793,-0.3938511926669506
5.218536853790283,1.1031240914295322
4.847651958465576,0.08278766920891756
4.607964515686035,-0.23007813149177664
5.234133720397949,1.2077783623941283
5.193435192108154,0.8953098331274206
4.999247074127197,0.07454313284082319
5.036756992340088,0.09670201596466915
5.15282678604126,0.6085172958029039
4.763167381286621,0.06541624323746331
4.551738262176514,-0.30301273550006536
4.951952934265137,0.0835274593879948
5.182046413421631,0.8014782303842124
5.309621334075928,1.24859230230029
5.127518177032471,0.48495216581923467
4.878859519958496,0.08867749577326635
5.32882833480835,1.1036841213043906
4.647590160369873,-0.12133174599372216
4.741769313812256,0.07310531194836789
5.590883255004883,-1.1397783361962144
4.649511814117432,-0.11501758992495771
5.277548313140869,1.3319167760676212
5.311922073364258,1.2356280923470293
4.794168472290039,0.07586401855391645
5.3665995597839355,0.5209745890059997
4.566950798034668,-0.28118542024273485
5.214422702789307,1.0713026632064173
4.772734642028809,0.06555476283052478
4.6888933181762695,0.02696350780592783
5.056554317474365,0.1373604352732068
4.751955032348633,0.06886746909962493
4.822606086730957,0.08859240684059928
5.219072341918945,1.1071553534566037
4.737504959106445,0.07464332207625417
5.285197734832764,1.3268359733919044
5.046543121337891,0.11162231425398561
5.290092468261719,1.3190489425393852
5.306233882904053,1.2657495807193393
5.171881675720215,0.7255756720061673
4.560309410095215,-0.28913739741215844
5.301206588745117,1.2871961695103662
5.249903202056885,1.2824634009412932
5.362189769744873,0.6094788768194722
4.711117267608643,0.07466246940493372
5.163092136383057,0.667616331496031
5.238183498382568,1.2301179348927616
4.720711708068848,0.07766090490417389
4.505073547363281,-0.42248611874328634
5.6097822189331055,-1.1750828126583366
4.6387763023376465,-0.15060749878872987
5.095738887786865,0.32518379144171194
5.460217475891113,-0.7324426002862776
5.241284370422363,1.245763605666547
5.254566192626953,1.2981154738345095
4.712559700012207,0.07556049354985615
5.250081539154053,1.2831165559542201
4.702853679656982,0.06499878056807032
5.226638317108154,1.1609666661360782
5.0902557373046875,0.2952102870280339
5.319561004638672,1.1844247391724891
5.3915205001831055,-0.012812274373664667
5.2313642501831055,1.1912886187281568
5.411351680755615,-0.3655571873741244
5.325247764587402,1.1374660153615255
4.791204452514648,0.07399838608136386
5.172569751739502,0.7304185095575871
5.464138031005859,-0.7495233078552275
5.575643062591553,-1.1081834419277912
5.322418212890625,1.1618261959161842
5.360811233520508,0.6362517724249496
5.28882360458374,1.3214181255460202
5.4093708992004395,-0.3365114651874406
5.018918991088867,0.08423104470812619
5.5991339683532715,-1.1556922430420509
5.165902137756348,0.6853600057662017
5.586874485015869,-1.1317518657226537
5.614149570465088,-1.18267977062628
5.009449481964111,0.07948770550971769
5.193411827087402,0.89511132135198
5.196282863616943,0.9195800901687973
4.530195236206055,-0.3557038041890391
5.281490802764893,1.3303547235452533
4.517455577850342,-0.39313597628041297
5.143263816833496,0.5597047227358253
4.941215991973877,0.0848963533798783
5.388652324676514,0.04708828354218412
5.233240127563477,1.2025644018828752
5.126361846923828,0.4794722875229096
5.321446895599365,1.169729635740958
4.671983242034912,-0.03900836891486108
4.885676860809326,0.09509501387273801
4.685484409332275,0.014209203319923166
4.5152153968811035,-0.3993509240889426
5.077406883239746,0.2261907192521795
4.711317539215088,0.07480578936172869
4.550619602203369,-0.305156263103167
4.949172496795654,0.08380217604864569
4.6111626625061035,-0.2242068886114902
5.196794509887695,0.9239525922556242
4.5824127197265625,-0.2663850072912702
4.6899943351745605,0.03087519795528918
4.632381439208984,-0.17124064050254384
5.117354393005371,0.43611979815986884
5.202346324920654,0.9714177141712239
5.238827228546143,1.2334702747884867
5.2069525718688965,1.0103555621151419
4.603500843048096,-0.23771256388331913
5.524596691131592,-0.9771767995457199
4.5363874435424805,-0.3384030367396249
5.185971736907959,0.8330034218270296
4.6903204917907715,0.032001472023881615
4.690593719482422,0.03294513866128041
4.834762096405029,0.0876243430623435
5.232568264007568,1.1985763970343462
5.408383369445801,-0.3213415400786977
5.691352844238281,-1.2884719297174816
4.591641426086426,-0.2554923178008162
4.6122145652771,-0.22218816318196946
4.545618534088135,-0.3156208481337467
5.180434226989746,0.788854418445812
4.75522518157959,0.06759123680403892
4.802120208740234,0.08077774207463441
4.908382892608643,0.10462685094379097
5.085582256317139,0.2696504064902204
4.554080486297607,-0.29877409940103883
4.601724147796631,-0.2406025060545401
5.4898152351379395,-0.8560744529458559
5.302764892578125,1.2810446726232276
4.686309337615967,0.017379024367002872
5.290491580963135,1.3182519893019133
4.6531243324279785,-0.1032549527712224
5.075550556182861,0.21674320372724243
5.0661845207214355,0.17310536310171282
5.488228797912598,-0.8496147650209032
5.2892584800720215,1.3206338866543335
5.392735481262207,-0.037701334705729755
4.621586799621582,-0.20163699222092432
5.33574914932251,1.02844426220313
4.883169651031494,0.09270524371380087
4.882857799530029,0.09240754531330016
4.949865341186523,0.08373442737342462
4.535839557647705,-0.33987512167730916
5.051401138305664,0.1226534226371474
5.331284523010254,1.0785203714986062
4.722413539886475,0.0776674665025465
4.686519622802734,0.01817295224410648
5.666042327880859,-1.2590886009090463
5.302499294281006,1.2821239440163168
5.615687370300293,-1.1853071726174802
4.843089580535889,0.0846970965380621
4.738687038421631,0.07424130127964117
5.015215873718262,0.08239124201927475
4.510960102081299,-0.4102445440936479
4.705847263336182,0.06949990836346649
5.115062236785889,0.4249807607025614
4.5031023025512695,-0.4256821978346823
5.142308712005615,0.5550516145737046
4.852472305297852,0.08098157475852913
4.562356948852539,-0.28645410811175476
5.400300979614258,-0.1843445853534222
4.739192008972168,0.07406440177158269
5.65928316116333,-1.2504458911232774
5.302003860473633,1.2841036049979064
4.86578369140625,0.08036655679567407
4.960137367248535,0.08222095279197711
5.275059700012207,1.3317687807428686
4.5866169929504395,-0.2617757669789741
5.039524078369141,0.10005844869749876
4.5218892097473145,-0.38024912195679744
4.846257209777832,0.0833677472472587
4.8061933517456055,0.08305114425355503
